Name	CONTROLE_1_L007	CONTROLE_1_L008	SAL_24_1_L007	SAL_24_1_L008	SAL_48_1_L007	SAL_48_1_L008	SAL_48_2_L007	SAL_48_2_L008	SAL_48_3_L007	SAL_48_3_L008
Cre12.g561602.t1.1	6.18305	6.28089	3.35297	4.1451	3.58526	4.34872	3.69992	3.99153	8.12318	8.59776
Cre12.g561550.t1.2	9.79778	9.25823	21.4519	20.3695	9.78572	9.82866	17.9433	18.4634	15.082	14.9669
Cre12.g561500.t1.2	239.392	240.16	170.639	176.964	278.71	270.687	181.748	177.961	119.905	124.973
Cre12.g561300.t2.1	2.50753	2.74622	0	0	0	0	0.735842	2.76869	17.9838	17.4262
Cre12.g561200.t1.1	42.5135	39.8182	48.9025	46.4762	28.0125	25.8347	40.1886	36.662	43.4794	41.0757
Cre12.g561150.t2.1	0	0	5.48411	5.28787	0	2.1192	0	0	6.48733	7.07125
Cre12.g561150.t1.1	5.62101	6.21103	0	0	1.98843	0	6.43842	4.9758	0	0
Cre12.g561101.t1.1	5.73908	6.50596	12.8447	13.4183	3.5017	4.13671	6.63286	7.28719	5.24071	4.79951
Cre12.g561100.t1.1	14.1777	14.0886	9.86197	10.1627	6.70797	6.72862	11.4222	10.0477	14.1813	14.2138
Cre12.g561050.t1.1	4.57629	4.90971	13.8112	14.4197	3.98635	3.69134	11.7849	11.0509	10.6234	12.7783
Cre12.g561000.t1.1	9.96543	9.61384	39.3027	34.3758	43.6138	43.1572	48.0679	52.3403	48.0707	46.3203
Cre12.g560950.t1.2	356.26	355.895	1888.97	1894.18	4188.97	4178.31	2658.08	2706.34	3054.38	3015.5
Cre12.g560800.t1.2	17.3123	17.5064	29.4187	29.2505	23.7185	21.1248	37.9846	41.3997	31.8438	31.7468
Cre12.g560700.t1.1	4.05576	3.69818	3.10415	3.16278	5.68789	5.51082	4.54003	5.7279	2.48219	5.07299
Cre12.g560668.t1.2	3.45643	3.49572	3.86426	3.33546	2.97271	2.54329	4.10356	4.54007	5.13224	4.59893
Cre12.g560600.t1.1	3.74206	3.25258	2.79356	2.33432	2.47914	2.05569	3.31732	3.10292	2.29874	2.54641
Cre12.g560550.t1.1	3.6956	3.55134	5.9557	5.23783	8.11501	8.81621	6.72708	8.28945	9.87352	9.54956
Cre12.g560350.t2.1	11.7981	0	9.25854	10.7857	4.76383	5.40257	4.65875	3.65549	4.56434	5.13137
Cre12.g560350.t1.1	6.77841	17.415	0	0	0	0	0	0	0	0
Cre12.g560200.t1.2	10.5969	11.0179	21.993	24.1415	7.15162	10.0912	22.7529	27.2568	11.8149	11.0858
Cre12.g560150.t1.2	288.456	297.578	395.558	399.599	261.701	256.868	308.273	307.77	255.495	255.376
Cre12.g560100.t1.1	6.57024	9.83328	13.2867	13.7566	5.53043	2.9664	6.74201	6.19901	8.21271	9.21003
Cre12.g560000.t1.1	0.313562	0.31318	0.153059	0.259652	0.167193	0.21823	0.963104	1.00744	0	0
Cre12.g559900.t1.1	32.2614	30.6336	22.4599	21.717	0.682337	0.907645	14.732	15.5167	21.9672	14.6857
Cre12.g559850.t1.1	10.1567	10.365	23.2598	21.526	12.6222	12.7525	19.2321	20.6954	13.2385	12.147
Cre12.g559750.t1.2	14.1606	14.1424	7.0218	8.24512	1.64043	1.51737	3.09481	2.65333	2.06228	1.87723
Cre12.g559703.t1.1	0	0	0	0	0	0	0	0	0	0
Cre12.g559700.t3.1	2.51285	1.25294	0	0	0	1.04709	1.37223	1.44714	0	0
Cre12.g559700.t2.1	0	0	0	0	0	0	0	0	31.514	26.2284
Cre12.g559700.t1.1	7.3125	6.58832	9.87268	10.3923	14.0607	13.4375	12.9981	14.5395	0	0
Cre12.g559600.t1.1	83.8716	30.7653	0	42.4309	243.556	235.715	98.8211	133.517	179.255	177.167
Cre12.g559555.t1.1	1.96893	2.1772	2.4265	3.03591	4.48818	4.41496	3.1214	3.07521	3.68505	4.89848
Cre12.g559554.t1.1	6.78442	7.27457	1.82441	0.865816	5.45655	10.9132	4.07905	2.42532	0	0
Cre12.g559550.t1.2	8.91655	10.5746	19.2011	15.7897	13.3748	13.9968	15.5327	12.207	26.2282	29.2199
Cre12.g559450.t1.1	33.0009	33.1072	64.1383	58.1487	39.3927	39.9601	50.2093	48.0134	44.3071	41.3666
Cre12.g559350.t1.2	7.03128	5.95785	6.30589	5.73332	15.5297	15.8293	12.3325	11.9804	22.2176	22.8981
Cre12.g559300.t1.2	9.28518	9.64302	4.91186	5.76812	7.15937	8.12552	9.41671	10.0059	10.5614	11.3066
Cre12.g559200.t1.1	3.97512	3.91589	1.95632	1.83019	0.398115	0.692201	1.90792	1.68695	0.372242	0.31402
Cre12.g559150.t1.2	1.77779	1.77537	4.07953	5.23242	5.49014	5.27038	2.1853	2.59909	3.44541	3.12263
Cre12.g559053.t1.1	0.225314	0.22089	0	0	0.202673	0	0	0.513616	0	0
Cre12.g559050.t1.2	4.52825	4.74006	1.8927	2.53378	2.82204	3.11974	6.76773	5.68894	0.88751	1.10601
Cre12.g559000.t2.1	0.502013	0.501351	0.501372	0.562733	0.786272	0.94159	0.635822	0.695399	0	0
Cre12.g559000.t1.1	0	0	0	0	0	0	0	0	0	0
Cre12.g558900.t1.2	208.699	206.459	508.336	523.607	873.055	870.237	565.786	548.12	673.066	668.881
Cre12.g558800.t1.1	3.87182	4.25184	4.67175	4.10065	4.90386	4.80397	5.13395	5.62577	4.29683	4.32421
Cre12.g558700.t1.2	37.9807	36.1468	30.7567	28.6964	11.3303	11.0851	16.3176	16.9462	19.9732	20.9122
Cre12.g558650.t1.1	16.2468	14.3909	29.3876	30.5128	15.642	17.7885	27.1516	27.5256	30.6018	31.0171
Cre12.g558600.t1.2	90.1894	90.5558	73.9627	74.4532	24.6598	22.9486	66.9376	70.5475	59.4482	57.4609
Cre12.g558550.t1.2	6.16662	5.43067	4.53511	3.5191	3.89838	3.31208	3.37551	3.93919	2.24848	2.00567
Cre12.g558526.t1.1	0.834287	1.41816	1.74824	1.6429	1.09061	1.01654	1.67858	1.4806	1.97083	2.26666
Cre12.g558353.t1.1	0.400437	0.218142	2.57588	1.67264	0.137081	0.205218	2.19491	1.69399	0.690461	1.07079
Cre12.g558352.t1.1	75.3351	79.0144	122.749	120.181	96.2586	94.9174	91.625	92.7282	82.6282	78.6877
Cre12.g558250.t1.1	6.15128	6.44689	7.5113	6.91868	7.71559	7.63488	10.8392	10.7612	6.49917	6.82307
Cre12.g558150.t1.2	17.267	15.6405	33.0221	30.4429	31.794	31.8341	26.0809	27.2632	26.4478	21.9286
Cre12.g558100.t1.2	24.2779	23.4484	104.921	108.316	50.5151	54.6901	120.55	121.104	104.368	102.889
Cre12.g558050.t1.2	20.2909	19.3725	60.343	56.849	37.4047	36.4862	51.6643	52.1887	38.4452	29.5303
Cre12.g558000.t1.1	49.9731	53.4498	104.811	100.688	125.891	123.236	106.8	100.496	53.3214	52.8424
Cre12.g557950.t1.2	38.115	40.1414	46.7205	49.3893	31.7965	32.0146	37.8937	38.6146	44.7979	41.1578
Cre12.g557928.t1.1	0.662041	0.793257	0.893876	1.78288	5.80769	4.56105	0.748178	0.447694	0	0
Cre12.g557850.t1.1	1.70537	1.82489	0.342001	0.580127	1.34816	1.57457	1.69827	2.59338	1.53949	1.02321
Cre12.g557700.t1.2	5.05731	5.19272	8.24556	7.98614	7.95439	6.60348	9.94304	8.14445	3.31228	3.15207
Cre12.g557650.t1.1	1.31939	1.21439	1.53971	1.88423	0.828849	0.924585	2.09112	2.1157	2.61463	2.71531
Cre12.g557600.t1.1	12.9549	16.1472	118.846	112.946	105.818	100.2	85.6076	95.2207	104.142	100.628
Cre12.g557503.t2.1	10.5163	7.67682	4.13354	3.35006	1.20493	1.50642	3.12757	3.48363	14.9263	12.9419
Cre12.g557500.t1.1	4.53384	4.30584	2.5005	2.12093	1.62044	2.15654	4.05962	3.86963	2.81124	3.23648
Cre12.g557400.t1.2	1.94986	1.91745	1.58336	1.34459	0.452105	0.507634	1.22909	1.15813	0	0
Cre12.g557350.t1.2	3.24757	3.55439	0.299844	0.448747	2.46913	2.58949	4.55234	4.44065	7.03641	6.45381
Cre12.g557300.t1.1	14.0157	13.7478	20.4624	19.9213	7.93629	7.77597	22.4721	20.8415	13.0002	11.7053
Cre12.g557250.t2.1	28.9159	30.448	77.8979	74.1208	22.6158	20.3008	57.5738	57.7767	57.8694	53.2356
Cre12.g557100.t1.2	16.0033	16.3682	22.1044	23.8206	29.7394	31.9516	24.7018	23.5312	14.3153	16.6259
Cre12.g557050.t1.2	14.944	14.2209	93.1318	87.1181	74.708	74.7904	84.7013	85.282	106.619	103.51
Cre12.g556950.t1.2	0.620279	0.693847	0.612943	0.472614	0.444258	0.560096	1.80791	1.52192	0	0
Cre12.g556913.t1.1	0	0	0	0	0	0	0	0	16.8672	15.4185
Cre12.g556912.t2.1	5.45104	6.59173	6.05646	5.46186	0.730493	0.880829	2.84107	2.32999	0	0
Cre12.g556911.t1.1	7.43026	6.58514	4.09247	5.08146	1.41457	1.6304	4.89682	4.49316	0.515496	1.17982
Cre12.g556905.t1.2	1.29178	1.83114	1.87229	1.86808	0.980245	1.09569	1.94291	1.65467	6.15	5.16781
Cre12.g556803.t1.1	0	0	0	0	0	0	0	0	0	0
Cre12.g556802.t1.1	6.05845	7.13167	17.1406	11.6242	4.72061	5.18244	10.193	9.32474	0	0
Cre12.g556700.t1.2	0.482705	0.267834	0.873321	0.631031	0.277944	0.252191	0.244224	0.213204	0	0
Cre12.g556600.t1.2	10.1356	11.4778	8.4294	8.88924	6.38676	6.32932	7.98979	9.37106	16.9301	17.2781
Cre12.g556500.t1.2	0	0	0	0	0	0	0	0	0	0
Cre12.g556450.t1.1	20.6872	23.776	26.801	24.2201	16.6424	16.3246	22.5124	23.9615	36.7345	31.8857
Cre12.g556350.t1.1	2.80037	2.92786	4.5711	3.62899	1.1526	1.10921	5.224	5.11238	3.96762	3.12765
Cre12.g556250.t1.2	68.2385	71.4746	113.885	121.046	118.76	119.755	132.636	136.149	127.246	129.996
Cre12.g556100.t1.2	8.18535	8.0117	6.26312	6.74141	6.73989	7.06697	11.8468	11.2624	12.2871	13.0629
Cre12.g556000.t1.2	0	0	1.79616	1.38737	0.096967	0	0.879129	0.643151	0	0
Cre12.g555750.t1.2	7.27992	8.04143	10.1623	9.58227	14.1498	13.7194	13.2839	11.5016	11.1756	12.1861
Cre12.g555650.t1.1	5.31462	4.99932	6.4197	6.33637	3.87069	4.24079	5.40901	5.33269	6.83415	5.90495
Cre12.g555378.t1.1	4.89804	4.32514	2.61616	2.51003	2.19436	2.13395	1.80157	1.59392	0.377436	0.25086
Cre12.g555350.t1.2	5.16822	4.288	2.76986	1.96105	4.32519	1.96201	16.5162	4.1839	0	0
Cre12.g555200.t1.1	6.76988	5.95192	3.70582	4.28094	4.02303	4.50302	9.92491	11.0812	4.27574	2.80121
Cre12.g555150.t1.2	112.514	111.741	158.99	151.762	141.134	141.772	128.49	138.942	178.751	165.112
Cre12.g555100.t1.2	1.47714	0.867783	3.85539	4.9666	1.51231	1.79483	2.76642	2.31633	2.65678	2.6487
Cre12.g555050.t1.1	5.74075	5.75479	4.09247	3.40995	1.17012	1.40757	3.73661	3.86649	2.7227	3.24969
Cre12.g554953.t1.1	18.8461	17.7672	12.3523	11.1121	15.6927	15.3623	13.4917	14.3944	10.7371	9.63396
Cre12.g554929.t1.2	0.146625	0.439301	5.71034	5.42337	0.919174	1.14665	0.722193	0.942155	0	0
Cre12.g554850.t1.2	102.155	107.011	176.937	173.714	121.622	121.613	158.37	157.925	120.225	130.028
Cre12.g554800.t1.2	458.299	449.549	693.255	705.327	397.832	395.659	689.211	684.894	928.786	921.626
Cre12.g554750.t1.2	170.179	172.433	179.121	179.012	162.225	154.302	152.337	148.115	179.92	179.006
Cre12.g554650.t1.2	0.318393	0.413389	0	0	0.569736	0.448917	0.39856	0.397636	0	0
Cre12.g554600.t1.2	22.4859	21.2934	13.4285	11.0137	16.2526	13.8138	19.9583	20.808	28.4683	30.0617
Cre12.g554528.t1.1	1.06503	1.12119	0.06465	0.032255	0.24405	0.297708	1.21224	0.751818	1.15182	0.906574
Cre12.g554450.t2.1	0	0	11.0503	12.9708	23.2931	27.8552	14.0232	14.1446	0	0
Cre12.g554450.t3.1	6.3518	7.19545	30.001	26.6516	4.76439	5.09895	11.5857	11.2157	10.0339	9.79708
Cre12.g554450.t4.1	0	0	0	0	0	0	0	0	0	0
Cre12.g554450.t1.1	3.74941	2.43132	1.36492	0	0.777355	0.510986	2.36746	0	0	0
Cre12.g554150.t1.2	0.949689	0.742281	0	0	0.97135	0.581652	0.939153	0.655859	0	0
Cre12.g554116.t1.1	0.404141	0	0	0	0	0.280337	0.524932	0.368797	0	0
Cre12.g554100.t1.1	12.6642	12.0115	0	0	3.16732	3.63779	0	0	0	0
Cre12.g553950.t1.1	2.3743	2.14897	6.41751	6.90228	1.95566	1.429	5.27527	5.76818	3.67481	4.28724
Cre12.g553900.t1.1	4.67819	4.68717	1.51953	1.68114	2.01212	1.6898	2.12867	1.99009	0.711759	0.586194
Cre12.g553650.t2.1	11.252	12.4349	2.41175	1.26652	4.69351	4.81522	3.90741	3.89533	3.464	2.85049
Cre12.g553600.t1.1	1.68497	1.45697	3.21781	3.03556	0.821836	1.02049	1.91566	2.15397	0.514377	0.07143
Cre12.g553552.t1.1	1.48395	1.94819	0	0	0	0.577261	0	0.111759	0	0
Cre12.g553450.t1.1	4.28995	4.16892	4.32449	4.58963	3.64617	3.61514	5.79846	5.94656	1.95087	1.45872
Cre12.g553400.t1.1	1.25707	1.87937	0	0	0	0	0	0	0	0
Cre12.g553350.t1.1	43.7649	51.3097	34.4789	32.5413	13.9757	14.4527	14.1641	14.5038	35.5499	38.4917
Cre12.g553302.t1.1	10.3145	10.7247	4.69386	3.77146	5.91202	8.97856	3.72489	3.23628	12.3443	11.7061
Cre12.g553253.t1.1	3.74272	3.60342	2.15787	2.13441	0.953972	0.968053	3.01524	3.29585	3.90176	2.9705
Cre12.g553252.t1.1	10.768	10.0782	2.32761	1.13305	3.1954	2.75888	1.89591	2.07652	2.10304	2.912
Cre12.g553100.t2.1	2.44126	1.18843	8.26007	8.34949	0	12.3129	2.54962	1.31403	0	0.425358
Cre12.g553100.t1.1	3.33039	4.98865	3.3868	3.96786	11.116	0	9.62431	11.4321	15.1354	13.5663
Cre12.g553050.t1.2	14.8097	15.6045	15.9647	19.0169	8.02857	10.2037	14.3425	11.8827	12.9873	16.4002
Cre12.g552950.t1.1	33.4551	34.4436	1.99341	1.87311	10.9915	12.8445	8.42755	9.62595	0	0.174793
Cre12.g552851.t1.1	2.24633	2.24356	1.07468	1.09428	0.773517	0.661763	2.73646	3.48495	3.69957	4.05721
Cre12.g552700.t1.1	2.09999	2.13129	3.18443	3.03552	0.615375	0.701994	1.44777	1.55047	1.65567	1.57966
Cre12.g552650.t1.2	2.25424	2.06589	2.82697	2.80875	2.66662	3.18989	3.60914	3.97617	3.63047	3.89613
Cre12.g552600.t1.1	7.23317	7.4955	7.8771	7.01898	5.18615	5.67266	10.681	9.60517	6.04529	6.76868
Cre12.g552550.t1.1	9.17593	9.8394	12.0887	12.481	18.9795	19.9949	17.1522	18.3013	9.22378	10.7811
Cre12.g552402.t1.1	9.96783	9.80665	3.43827	4.31809	3.13373	3.3263	5.04811	5.12645	3.83489	3.71244
Cre12.g552400.t1.1	0.794325	0.709882	1.88809	2.02397	1.61949	1.47366	3.71173	3.93492	0.621236	0.884373
Cre12.g552300.t1.2	0.57585	0.575115	21.3875	23.0606	42.4212	41.5804	50.5123	49.1415	42.0775	43.1597
Cre12.g552250.t1.1	0.067265	0	0.226639	0.075379	0	0	0.038269	0	0	0
Cre12.g552200.t1.2	100.193	99.7461	263.581	269.217	93.5055	95.6366	161.927	162.439	136.266	137.618
Cre12.g552150.t1.1	5.93783	6.02617	4.98953	5.1935	2.83547	2.97433	6.71948	5.57235	6.24691	5.66611
Cre12.g552050.t1.1	1.80642	1.41557	1.24836	1.37021	1.64954	1.72477	1.89809	2.33558	1.46313	1.86712
Cre12.g552006.t1.1	1.12219	1.29766	0	0	0.732087	0.52041	0	1.69564	0	0
Cre12.g552005.t1.1	0	0	0	0	0	0	0	0	0	0
Cre12.g551852.t1.1	0	0.061046	0	0	0.057416	0.171891	0	0	0	0
Cre12.g551801.t1.1	11.3333	9.95479	7.67073	8.82799	8.3449	7.24846	7.01013	6.87342	0.222447	0.221765
Cre12.g551650.t1.2	10.5672	8.3219	0	0	0	0	0	0	0	0
Cre12.g551550.t1.1	8.35166	7.94471	7.97337	8.14753	2.39159	1.85912	5.08409	5.15561	5.59938	5.47996
Cre12.g551503.t1.1	1.92273	1.962	0.939023	0.796373	0.235979	0.392516	0.617932	0.901003	1.41005	0.26358
Cre12.g551502.t1.1	0	0	0	0	0	0	0	0	0	0
Cre12.g551501.t1.1	703.311	701.932	537.713	536.868	430.009	415.988	458.931	459.943	422.104	430.78
Cre12.g551500.t1.1	6.97817	8.2129	9.24516	10.3402	6.69719	6.68262	13.5651	12.7793	10.1357	12.7984
Cre12.g551352.t1.1	650.449	650.965	0.411261	0	0.113835	0.227135	0.720438	0.137451	0	1.03161
Cre12.g551350.t1.2	90.9468	89.9146	0.755333	0.530805	1.37645	1.33449	3.47703	3.9267	1.75667	1.76105
Cre12.g551127.t1.1	0.691486	0.844096	2.99096	3.52972	1.32735	1.42116	2.36172	2.26904	0.808849	0.806395
Cre12.g551100.t1.2	18.0087	18.2016	44.9411	45.6534	24.0238	22.212	21.5032	23.988	48.3118	48.1643
Cre12.g551050.t1.2	5.79369	5.85023	21.4144	22.6647	10.518	9.77211	18.3462	17.9368	24.6139	24.1322
Cre12.g550800.t2.1	2.92094	2.02426	0	0	1.37847	1.36043	2.67533	2.59462	3.04047	2.82458
Cre12.g550800.t1.1	1.40996	1.20996	3.58735	3.20761	0	0	0	0	0	0
Cre12.g550750.t1.2	29.0806	27.0325	67.6838	63.5256	78.5393	78.7969	62.4497	58.2833	81.2833	82.5344
Cre12.g550702.t1.1	337.758	340.707	415.521	407.336	228.929	220.154	550.168	553.343	265.741	263.215
Cre12.g550650.t1.2	19.9806	18.8951	37.9432	39.425	25.8109	25.5316	34.8358	31.9589	29.4309	23.6216
Cre12.g550553.t1.1	21.4776	23.4279	14.4629	12.7225	18.6852	18.3233	22.7322	25.9611	28.9464	27.5158
Cre12.g550550.t1.1	2.0977	2.22265	2.17095	1.8189	1.78885	1.35628	2.63874	2.42545	3.0322	3.13781
Cre12.g550501.t2.1	0.892842	0.776892	0	0	1.14923	0	2.82231	1.93082	0	0
Cre12.g550501.t1.1	0	0	0.450955	0.461222	1.19187	1.98551	0	0	0	0
Cre12.g550500.t1.2	44.5807	40.5824	22.7061	21.1482	6.4091	6.74562	28.242	27.2057	45.7674	41.7949
Cre12.g550468.t2.1	0	0	5.00285	3.63995	0	0	0	0	0	0
Cre12.g550468.t1.2	0	0	0	0	0	0	0	0	11.4123	15.6435
Cre12.g550450.t1.2	13.1761	13.9193	16.6434	16.6743	13.5783	13.4868	16.8407	17.7044	15.2299	18.1622
Cre12.g550400.t1.2	50.7542	56.0099	103.319	103.372	75.291	59.4804	69.283	76.2079	68.6366	72.0259
Cre12.g550300.t2.1	0	0	0	0	0	0	0	0	0	0
Cre12.g550300.t1.1	0.017266	0	0	0	0	0	0	0	0	0
Cre12.g550000.t1.1	3.17467	3.53227	2.84584	2.5276	0.15742	0.104745	2.09216	1.64457	0.87968	0.935478
Cre12.g549950.t1.2	32.8739	30.7314	36.9529	40.485	20.2204	21.1739	34.3522	33.9006	10.5936	9.70955
Cre12.g549852.t1.1	8.90785	7.62448	26.3066	24.5842	34.4562	33.6475	29.6071	27.319	45.0011	47.9645
Cre12.g549800.t1.2	46.4952	49.4875	69.2667	69.371	34.4696	36.9013	55.268	57.6817	48.9072	48.0703
Cre12.g549750.t1.2	332.238	329.177	317.877	318.444	202.588	201.519	222.076	225.683	222.291	218.03
Cre12.g549650.t1.2	0.081742	0	0	0	0.153271	0	0.092701	0	0	0
Cre12.g549550.t1.2	3480.18	3493.18	3043.93	3079.19	868.703	880.658	1622.16	1618.91	1347.49	1344.1
Cre12.g549500.t1.2	11.6735	11.5759	27.6209	27.0037	12.322	14.5863	27.4956	25.0256	13.9888	15.3234
Cre12.g549400.t1.1	3.66266	3.25839	2.30341	3.02072	2.567	1.84577	3.26833	3.12769	4.1348	5.59887
Cre12.g549250.t1.1	8.29437	7.55414	12.3077	13.3903	3.92309	5.53009	9.01064	9.34388	11.4487	12.5114
Cre12.g549200.t1.1	11.4305	12.1685	16.8843	17.5502	11.9372	12.4246	19.1886	18.5733	18.7152	16.282
Cre12.g549100.t4.1	12.1005	6.53614	0	0	0.566849	0	3.00639	1.65857	0	0
Cre12.g549100.t3.1	56.0029	53.4522	59.8218	56.4278	17.0152	20.9562	60.2165	54.7893	59.7442	60.9799
Cre12.g548955.t1.2	0.26127	0	0	0	7.9542	7.44995	2.04872	2.04219	0	0
Cre12.g548950.t1.2	309.227	324.959	14146.9	14104.4	18402.8	18417.7	19389	19493.8	21292.4	21282.7
Cre12.g548900.t1.1	28.7135	30.097	25.8035	24.8978	16.0477	16.8449	23.7679	22.5497	27.1948	28.927
Cre12.g548577.t1.1	0.774439	1.13045	0	0.066755	1.87986	2.21227	2.47478	2.19848	2.88591	3.00224
Cre12.g548550.t2.1	0	0	0	0	8.33012	0	4.84252	3.14828	5.66535	6.13917
Cre12.g548500.t1.2	14.2561	12.5717	0	0	0.523941	0.440361	0.199911	0.465382	0	0
Cre12.g548300.t1.2	76.802	75.8426	44.9695	45.5291	15.1575	16.7093	38.4988	35.117	11.0573	12.8178
Cre12.g548250.t1.1	0.961332	2.36894	0	0	0	0.951033	1.95721	3.31246	0	0
Cre12.g548201.t1.1	1.71446	1.51219	1.25008	1.62161	1.4062	1.44542	2.20587	2.32733	1.92156	2.28953
Cre12.g548152.t1.1	12.7624	13.7869	14.3034	15.6654	19.4585	19.5777	19.2826	20.9032	13.7357	13.932
Cre12.g548100.t1.1	29.7825	26.2865	21.681	21.9768	9.7847	11.7822	16.7051	17.2928	13.8133	13.3852
Cre12.g547950.t1.2	8.93802	9.13042	5.19886	4.1484	8.3637	8.72844	7.2131	6.38216	3.91928	1.73657
Cre12.g547850.t1.2	12.8046	11.0376	9.7238	7.61145	18.1154	16.8485	17.3427	18.9036	26.2253	24.9881
Cre12.g547800.t1.1	16.568	17.0165	6.8876	6.72016	12.3288	13.5059	17.7375	15.0246	10.6732	10.0732
Cre12.g547734.t1.2	5.8724	4.85188	13.46	14.1007	0.375587	1.12371	6.14918	4.31434	0	0
Cre12.g547727.t1.1	6.02374	8.48738	3.86029	4.33025	1.5761	2.01176	6.43735	6.05699	0	0
Cre12.g547651.t4.1	9.7272	10.5334	6.36687	6.38791	1.65141	2.31283	5.2778	4.81614	0	0
Cre12.g547651.t2.1	5.3879	5.09246	0	0	1.29011	1.41431	2.98933	2.88054	0	0
Cre12.g547651.t3.1	0	0	2.72794	2.28622	0	0	0	0	0	0
Cre12.g547650.t1.2	3.81677	2.54044	1.02343	1.22445	2.87075	2.0211	0	0	3.87821	3.86619
Cre12.g547500.t1.2	12.4607	9.89681	30.2907	35.1179	52.946	49.2607	35.6623	37.319	33.7236	39.023
Cre12.g547350.t1.1	3.91743	4.19341	2.63067	2.28906	0.88369	0.793823	2.62598	3.08864	2.24819	1.9268
Cre12.g547300.t1.1	6.48372	5.37499	38.5217	35.7505	33.7741	31.9936	35.5157	36.5857	32.3457	32.6928
Cre12.g547250.t1.2	3.27896	2.12165	6.485	6.10792	3.3447	3.68479	5.19779	6.23302	4.57817	5.04981
Cre12.g547200.t1.1	2.09733	1.97034	0.139902	0.186137	0.117463	0.117241	1.27708	1.53373	0	0
Cre12.g547100.t1.1	2.82809	4.14203	14.8391	14.4844	12.8889	13.9172	18.3723	20.4562	19.1665	20.302
Cre12.g546950.t1.1	6.00991	6.79218	5.80982	6.03356	3.76309	4.30988	5.41325	5.09687	0.074152	0
Cre12.g546900.t1.1	0.863474	0.893713	0	0	0	0	0	0	0	0
Cre12.g546877.t1.1	1.28633	1.08294	0	3.2975	0.682471	0.912091	5.20758	5.56144	4.89337	4.17632
Cre12.g546770.t1.2	2.59581	2.41734	2.56087	2.79106	3.92236	4.31806	6.2581	6.24827	1.03484	0.736929
Cre12.g546750.t1.1	1.87721	2.00135	5.15788	3.6237	0.121404	0	2.27539	1.83051	0	0
Cre12.g546633.t1.1	0.881341	0.726682	0	0	0.504887	0.241347	0.308645	0.101918	0	0
Cre12.g546600.t1.1	0.833838	0.449781	443.249	438.325	1169.24	1160.59	2496.66	2462.03	2251.45	2236.88
Cre12.g546550.t1.1	5.3232	5.63229	28.8423	29.1164	159.696	157.967	116.188	115.372	193.757	207.472
Cre12.g546500.t1.2	1.20675	1.20523	29.7089	28.4692	87.2432	90.461	172.78	172.518	169.856	166.473
Cre12.g550200.t1.2	4.72841	5.21036	4.94863	4.93646	13.5286	13.1942	13.1286	14.7557	5.17408	6.70575
Cre12.g546400.t1.2	141.594	153.025	96.4846	93.1879	29.9726	26.4255	39.4644	40.2727	45.8813	45.5281
Cre12.g546250.t1.2	7.64824	8.21978	27.4254	25.5624	14.6942	17.8683	20.9121	19.9534	3.23366	4.4519
Cre12.g546100.t2.1	0	0	11.3779	11.2377	0	6.17532	0	0	2.88456	3.59475
Cre12.g546100.t1.1	22.2649	19.6944	0	0	6.55156	0	7.45331	7.39744	0	0
Cre12.g546050.t1.2	38.6728	36.0919	52.0854	54.1748	53.3738	50.8664	40.8218	41.6161	62.8628	54.4969
Cre12.g546027.t1.1	4.86833	5.79296	6.22589	8.24337	4.52795	4.03285	7.00382	6.92834	11.0382	13.5105
Cre12.g545900.t1.2	0	0	0	0	0.056331	0	0	0	0	0
Cre12.g545704.t1.1	6.72063	7.91872	2.19434	1.16935	0.170121	0.170331	2.17502	2.52202	4.64176	4.06524
Cre12.g545703.t1.1	3.99434	4.20649	5.55039	6.26985	4.70192	5.0999	3.62615	4.27485	3.68458	4.28556
Cre12.g545602.t1.1	0	0	0	0	0	0.052789	0.063951	0.191391	0	0
Cre12.g545600.t1.1	2.26401	5.00297	8.57957	9.85602	3.84534	0.335478	7.7089	9.09413	7.20503	7.50819
Cre12.g545550.t2.1	0	9.23939	0	0	23.9252	20.5021	19.7555	15.359	45.8373	53.9459
Cre12.g545500.t1.1	6.20354	5.80455	2.05306	2.19498	2.93418	2.58045	3.56942	3.85806	0.916304	1.64435
Cre12.g545401.t1.1	0	0	0	0	0	0	0	0	0	0
Cre12.g545300.t1.2	13.0075	14.3332	14.0923	14.7271	6.00397	5.77075	11.5387	13.198	11.6286	11.3151
Cre12.g545250.t1.1	6.02335	5.76547	3.00386	3.2127	3.55187	3.59808	4.07164	3.02571	0.334146	0.500111
Cre12.g545150.t1.1	34.0887	32.7793	28.2492	29.9698	35.1813	34.9295	41.8318	39.5432	39.4011	40.9841
Cre12.g545101.t1.1	36.1219	33.698	15.4569	14.2473	7.34467	7.17704	10.5201	10.231	11.3453	13.0247
Cre12.g545000.t1.2	2.53483	2.58215	5.29688	6.08026	1.90656	2.42593	7.31734	7.24237	10.3761	9.38473
Cre12.g544950.t1.2	0	0	0	0	0	0	0	0	0	0
Cre12.g544850.t1.2	0	0	0	0	0	0	0	0	0	0
Cre12.g544802.t1.1	0.32509	0	0	0	0	0	0	0	0	0
Cre12.g544752.t1.1	18.8383	16.7221	27.7818	28.7066	13.9647	15.5162	24.6527	23.6802	10.7289	10.5263
Cre12.g544650.t1.1	1.06251	1.12351	0.561859	0.4204	0.645686	0.644342	0.567794	0.708013	0	0
