Cre12.g546600.t1.1,0.64180950001765,1962.80829830814,-11.5784865110233,1962.16648880813,0.999616460301944,-1962.20065007417
Cre06.g252743.t1.2,1787.11474154915,1.17180566665163,10.5746832184253,1785.94293588249,0.999514635603345,1785.97424229851
Cre12.g551353.t1.1,1159.65602203189,0.980830166654079,10.2074059635649,1158.67519186524,0.998859563375692,1158.72015231481
Cre09.g402219.t1.1,134.955205503711,8371.91322205923,-5.9550048268627,8236.95801655552,0.99816036711198,-8236.96016917532
Cre12.g548950.t1.2,317.09303050872,19713.0844570803,-5.95810355038241,19395.9914265716,0.99816036711198,-19395.9923416833
Cre12.g551352.t1.1,650.706697017894,0.371745333328563,10.7734770549147,650.334951684566,0.997546024763767,650.4241825074
Cre01.g053150.t2.1,1.50441850004137,594.811790992367,-8.62708348346561,593.307372492325,0.997298251330509,-593.370090940871
Cre03.g162800.t1.2,0.701024500019278,578.277664825912,-9.6880818000722,577.576640325893,0.99721679157163,-577.657886970403
Cre04.g223300.t1.2,2.93523200008072,460.970709827418,-7.29505673607011,458.035477827337,0.996259639404801,-458.093567736221
Cre12.g495951.t1.1,0.250000000006875,332.380273829068,-10.3766909530303,332.130273829061,0.99539412946671,-332.292332907188
Cre09.g402219.t2.1,23.2617540006397,961.341023987663,-5.3690165110159,938.079269987023,0.9944743130227,-938.094634414717
Cre06.g260700.t1.2,305.043851008389,2.70617666663194,6.8166168138098,302.337674341757,0.994372488324101,302.414509557939
Cre09.g399250.t1.2,276.768964507611,0.962070999987654,8.16832309253396,275.806893507623,0.994250298685783,275.92782391138
Cre06.g252750.t1.1,241.581006006643,0.0870124999988834,11.438996738821,241.493993506645,0.993663109590529,241.764760761733
Cre12.g530400.t1.2,0.0628760000017291,214.621285163912,-11.7369961024552,214.558409163911,0.993086102965135,-214.879194014816
Cre06.g253000.t1.1,206.363824505675,0.150635499998067,10.4199125663033,206.213189005677,0.992913000977517,206.47627926176
Cre04.g223100.t1.2,200.567531505516,5997.53934042303,-4.90221073378929,5796.97180891752,0.992492125556642,-5796.97388169504
Cre05.g248450.t1.2,12.8870255003544,515.457699160052,-5.3218628245081,502.570673659697,0.992458183990442,-502.598850224197
Cre03.g199050.t1.2,189.430606005209,0.0364236666661992,12.3445056615549,189.394182338543,0.992329206038883,189.796056660073
Cre05.g248400.t1.2,15.6644210004308,578.501795825909,-5.20675808797721,562.837374825478,0.992200228087325,-562.86145793634
Cre08.g367400.t1.1,9.1053050002504,387.939731495021,-5.41298138528784,378.834426494771,0.992145921581405,-378.873096254009
Cre13.g569850.t1.2,1009.62625352776,31.4901476662625,5.00277699770707,978.136105861502,0.992132344954926,978.148899384747
Cre12.g541550.t1.2,0.954753500026256,154.280417164687,-7.33621093307837,153.325663664661,0.990621945259042,-153.501072077895
Cre13.g562150.t1.2,161.930012504453,2.02820399997397,6.31902382463036,159.901808504479,0.990201069838167,160.02661786434
Cre06.g281600.t1.2,0.495960000013639,140.244727831534,-8.14350705222562,139.74876783152,0.990038150320408,-139.985837917761
Cre13.g573400.t1.2,36.9281110010155,1001.76745182048,-4.76168436734249,964.839340819462,0.989956690561529,-964.851090703093
Cre12.g546500.t1.2,1.20599300003316,143.221868664829,-6.89188645208632,142.015875664795,0.989807347670251,-142.183005453208
Cre06.g263200.t1.1,133.988504003685,0.120992333331781,10.1129778756047,133.867511670353,0.989596909959813,134.248959036279
Cre14.g629920.t1.1,130.727217503595,0.200612666664092,9.34793112679611,130.526604836931,0.989355924839796,130.860912371142
Cre10.g442800.t1.1,135.102335503715,1.19498699998466,6.82091388090071,133.907348503731,0.989189611165418,134.080956326655
Cre08.g367500.t1.1,7.16924550019715,261.221717163314,-5.18730973683761,254.052471663117,0.988826436407082,-254.105424067344
